,checkin,checkout,location,price
0,2023-08-04,2023-08-05,호치민,198019
1,2023-08-04,2023-08-05,호치민,161937
2,2023-08-04,2023-08-05,호치민,78290
3,2023-08-04,2023-08-05,호치민,71401
4,2023-08-04,2023-08-05,호치민,119332
5,2023-08-04,2023-08-05,호치민,281059
6,2023-08-04,2023-08-05,호치민,159778
7,2023-08-04,2023-08-05,호치민,105490
8,2023-08-04,2023-08-05,호치민,179239
9,2023-08-04,2023-08-05,호치민,46634
10,2023-08-04,2023-08-05,호치민,131949
11,2023-08-04,2023-08-05,호치민,63094
12,2023-08-04,2023-08-05,호치민,69502
13,2023-08-04,2023-08-05,호치민,166343
14,2023-08-04,2023-08-05,호치민,165374
15,2023-08-04,2023-08-05,호치민,93433
16,2023-08-04,2023-08-05,호치민,65739
17,2023-08-04,2023-08-05,호치민,129550
18,2023-08-04,2023-08-05,호치민,79448
19,2023-08-04,2023-08-05,호치민,70327
20,2023-08-04,2023-08-05,호치민,188927
21,2023-08-04,2023-08-05,호치민,159075
22,2023-08-04,2023-08-05,호치민,198019
23,2023-08-04,2023-08-05,호치민,160414
24,2023-08-04,2023-08-05,호치민,125475
25,2023-08-04,2023-08-05,호치민,69790
26,2023-08-04,2023-08-05,호치민,60065
27,2023-08-04,2023-08-05,호치민,154233
28,2023-08-04,2023-08-05,호치민,179130
29,2023-08-04,2023-08-05,호치민,55700
30,2023-08-04,2023-08-05,호치민,62487
31,2023-08-04,2023-08-05,호치민,145743
32,2023-08-04,2023-08-05,호치민,99368
33,2023-08-04,2023-08-05,호치민,91465
34,2023-08-04,2023-08-05,호치민,59817
35,2023-08-04,2023-08-05,호치민,126451
36,2023-08-04,2023-08-05,호치민,48414
37,2023-08-04,2023-08-05,호치민,67859
38,2023-08-04,2023-08-05,호치민,82059
39,2023-08-04,2023-08-05,호치민,84515
40,2023-08-04,2023-08-05,호치민,137970
41,2023-08-04,2023-08-05,호치민,78193
42,2023-08-04,2023-08-05,호치민,81035
43,2023-08-04,2023-08-05,호치민,94916
44,2023-08-04,2023-08-05,호치민,184414
45,2023-08-04,2023-08-05,호치민,133058
46,2023-08-04,2023-08-05,호치민,78103
47,2023-08-04,2023-08-05,호치민,188927
48,2023-08-04,2023-08-05,호치민,144096
49,2023-08-04,2023-08-05,호치민,61815
50,2023-08-04,2023-08-05,호치민,199075
51,2023-08-04,2023-08-05,호치민,311399
52,2023-08-04,2023-08-05,호치민,155999
53,2023-08-04,2023-08-05,호치민,81368
54,2023-08-04,2023-08-05,호치민,137833
55,2023-08-04,2023-08-05,호치민,52965
56,2023-08-04,2023-08-05,호치민,102341
57,2023-08-04,2023-08-05,호치민,161937
58,2023-08-04,2023-08-05,호치민,29688
59,2023-08-04,2023-08-05,호치민,126122
60,2023-08-04,2023-08-05,호치민,177679
61,2023-08-04,2023-08-05,호치민,40975
62,2023-08-04,2023-08-05,호치민,193262
63,2023-08-04,2023-08-05,호치민,85787
64,2023-08-04,2023-08-05,호치민,85300
65,2023-08-04,2023-08-05,호치민,53979
66,2023-08-04,2023-08-05,호치민,103512
67,2023-08-04,2023-08-05,호치민,34799
68,2023-08-04,2023-08-05,호치민,60535
69,2023-08-04,2023-08-05,호치민,93875
70,2023-08-04,2023-08-05,호치민,49181
71,2023-08-04,2023-08-05,호치민,75864
72,2023-08-04,2023-08-05,호치민,112596
73,2023-08-04,2023-08-05,호치민,114584
74,2023-08-04,2023-08-05,호치민,56755
75,2023-08-04,2023-08-05,호치민,70650
76,2023-08-04,2023-08-05,호치민,59977
77,2023-08-04,2023-08-05,호치민,274179
78,2023-08-04,2023-08-05,호치민,112004
79,2023-08-04,2023-08-05,호치민,46884
80,2023-08-04,2023-08-05,호치민,27535
81,2023-08-04,2023-08-05,호치민,42507
82,2023-08-04,2023-08-05,호치민,34318
83,2023-08-04,2023-08-05,호치민,47731
84,2023-08-04,2023-08-05,호치민,78650
85,2023-08-04,2023-08-05,호치민,126617
86,2023-08-04,2023-08-05,호치민,388649
87,2023-08-04,2023-08-05,호치민,267753
88,2023-08-04,2023-08-05,호치민,140745
89,2023-08-04,2023-08-05,호치민,67371
90,2023-08-04,2023-08-05,호치민,56272
91,2023-08-04,2023-08-05,호치민,71016
92,2023-08-04,2023-08-05,호치민,1876879754
93,2023-08-04,2023-08-05,호치민,49866
94,2023-08-04,2023-08-05,호치민,57577
95,2023-08-04,2023-08-05,호치민,159778
96,2023-08-04,2023-08-05,호치민,99440
97,2023-08-04,2023-08-05,호치민,129550
98,2023-08-04,2023-08-05,호치민,66055
99,2023-08-04,2023-08-05,호치민,63785
