,checkin,checkout,location,price
0,2023-08-05,2023-08-06,세부,31887
1,2023-08-05,2023-08-06,세부,60798
2,2023-08-05,2023-08-06,세부,33215
3,2023-08-05,2023-08-06,세부,42516
4,2023-08-05,2023-08-06,세부,60797
5,2023-08-05,2023-08-06,세부,45173
6,2023-08-05,2023-08-06,세부,42712
7,2023-08-05,2023-08-06,세부,22586
8,2023-08-05,2023-08-06,세부,109239
9,2023-08-05,2023-08-06,세부,93140
10,2023-08-05,2023-08-06,세부,22586
11,2023-08-05,2023-08-06,세부,77591
12,2023-08-05,2023-08-06,세부,124890
13,2023-08-05,2023-08-06,세부,55749
14,2023-08-05,2023-08-06,세부,65076
15,2023-08-05,2023-08-06,세부,49160
16,2023-08-05,2023-08-06,세부,47830
17,2023-08-05,2023-08-06,세부,100126
