,checkin,checkout,location,price
0,2023-07-22,2023-07-23,오사카,77143
1,2023-07-22,2023-07-23,오사카,88838
2,2023-07-22,2023-07-23,오사카,88838
3,2023-07-22,2023-07-23,오사카,103475
4,2023-07-22,2023-07-23,오사카,107651
5,2023-07-22,2023-07-23,오사카,78388
6,2023-07-22,2023-07-23,오사카,114968
7,2023-07-22,2023-07-23,오사카,109739
8,2023-07-22,2023-07-23,오사카,184821
9,2023-07-22,2023-07-23,오사카,147454
10,2023-07-22,2023-07-23,오사카,120894
11,2023-07-22,2023-07-23,오사카,155697
12,2023-07-22,2023-07-23,오사카,97200
13,2023-07-22,2023-07-23,오사카,100974
14,2023-07-22,2023-07-23,오사카,122726
15,2023-07-22,2023-07-23,오사카,109738
16,2023-07-22,2023-07-23,오사카,123641
17,2023-07-22,2023-07-23,오사카,160743
