,checkin,checkout,location,price
0,2023-07-22,2023-07-23,하노이,183577
1,2023-07-22,2023-07-23,하노이,69030
2,2023-07-22,2023-07-23,하노이,97479
3,2023-07-22,2023-07-23,하노이,128498
4,2023-07-22,2023-07-23,하노이,41312
5,2023-07-22,2023-07-23,하노이,111365
6,2023-07-22,2023-07-23,하노이,72816
7,2023-07-22,2023-07-23,하노이,54456
8,2023-07-22,2023-07-23,하노이,133621
9,2023-07-22,2023-07-23,하노이,34783
10,2023-07-22,2023-07-23,하노이,72074
11,2023-07-22,2023-07-23,하노이,91336
12,2023-07-22,2023-07-23,하노이,86891
13,2023-07-22,2023-07-23,하노이,68798
14,2023-07-22,2023-07-23,하노이,98999
15,2023-07-22,2023-07-23,하노이,121103
16,2023-07-22,2023-07-23,하노이,79792
17,2023-07-22,2023-07-23,하노이,139207
18,2023-07-22,2023-07-23,하노이,84370
19,2023-07-22,2023-07-23,하노이,67989
20,2023-07-22,2023-07-23,하노이,63739
21,2023-07-22,2023-07-23,하노이,93970
22,2023-07-22,2023-07-23,하노이,61379
23,2023-07-22,2023-07-23,하노이,73009
24,2023-07-22,2023-07-23,하노이,92068
25,2023-07-22,2023-07-23,하노이,164587
26,2023-07-22,2023-07-23,하노이,69877
27,2023-07-22,2023-07-23,하노이,86842
28,2023-07-22,2023-07-23,하노이,45963
29,2023-07-22,2023-07-23,하노이,183577
30,2023-07-22,2023-07-23,하노이,82461
31,2023-07-22,2023-07-23,하노이,58606
32,2023-07-22,2023-07-23,하노이,202514
33,2023-07-22,2023-07-23,하노이,68410
34,2023-07-22,2023-07-23,하노이,28328
35,2023-07-22,2023-07-23,하노이,78877
36,2023-07-22,2023-07-23,하노이,44072
37,2023-07-22,2023-07-23,하노이,97762
38,2023-07-22,2023-07-23,하노이,136701
39,2023-07-22,2023-07-23,하노이,94513
40,2023-07-22,2023-07-23,하노이,56988
41,2023-07-22,2023-07-23,하노이,102957
42,2023-07-22,2023-07-23,하노이,52124
43,2023-07-22,2023-07-23,하노이,48725
44,2023-07-22,2023-07-23,하노이,65397
45,2023-07-22,2023-07-23,하노이,115649
46,2023-07-22,2023-07-23,하노이,50678
47,2023-07-22,2023-07-23,하노이,128504
48,2023-07-22,2023-07-23,하노이,85258
49,2023-07-22,2023-07-23,하노이,203456
50,2023-07-22,2023-07-23,하노이,107082
51,2023-07-22,2023-07-23,하노이,30453
52,2023-07-22,2023-07-23,하노이,84085
53,2023-07-22,2023-07-23,하노이,128541
54,2023-07-22,2023-07-23,하노이,175614
55,2023-07-22,2023-07-23,하노이,67022
56,2023-07-22,2023-07-23,하노이,74362
57,2023-07-22,2023-07-23,하노이,45326
58,2023-07-22,2023-07-23,하노이,43709
59,2023-07-22,2023-07-23,하노이,72088
60,2023-07-22,2023-07-23,하노이,65679
61,2023-07-22,2023-07-23,하노이,70055
62,2023-07-22,2023-07-23,하노이,49575
63,2023-07-22,2023-07-23,하노이,67328
64,2023-07-22,2023-07-23,하노이,179133
65,2023-07-22,2023-07-23,하노이,71983
66,2023-07-22,2023-07-23,하노이,23607
67,2023-07-22,2023-07-23,하노이,116822
68,2023-07-22,2023-07-23,하노이,77367
69,2023-07-22,2023-07-23,하노이,119932
70,2023-07-22,2023-07-23,하노이,64419
71,2023-07-22,2023-07-23,하노이,56185
72,2023-07-22,2023-07-23,하노이,80311
73,2023-07-22,2023-07-23,하노이,44853
74,2023-07-22,2023-07-23,하노이,66596
75,2023-07-22,2023-07-23,하노이,185552
76,2023-07-22,2023-07-23,하노이,69955
77,2023-07-22,2023-07-23,하노이,84985
78,2023-07-22,2023-07-23,하노이,62907
79,2023-07-22,2023-07-23,하노이,91784
80,2023-07-22,2023-07-23,하노이,42965
81,2023-07-22,2023-07-23,하노이,61279
82,2023-07-22,2023-07-23,하노이,51221
83,2023-07-22,2023-07-23,하노이,80849
84,2023-07-22,2023-07-23,하노이,363483
85,2023-07-22,2023-07-23,하노이,72238
86,2023-07-22,2023-07-23,하노이,98109
87,2023-07-22,2023-07-23,하노이,111365
88,2023-07-22,2023-07-23,하노이,29745
89,2023-07-22,2023-07-23,하노이,108570
90,2023-07-22,2023-07-23,하노이,77260
91,2023-07-22,2023-07-23,하노이,149535
92,2023-07-22,2023-07-23,하노이,56185
93,2023-07-22,2023-07-23,하노이,45768
94,2023-07-22,2023-07-23,하노이,36587
95,2023-07-22,2023-07-23,하노이,100472
96,2023-07-22,2023-07-23,하노이,37942
97,2023-07-22,2023-07-23,하노이,48418
98,2023-07-22,2023-07-23,하노이,122877
99,2023-07-22,2023-07-23,하노이,42450
