,checkin,checkout,location,price
0,2023-07-22,2023-07-23,다낭,70645
1,2023-07-22,2023-07-23,다낭,38534
2,2023-07-22,2023-07-23,다낭,30390
3,2023-07-22,2023-07-23,다낭,41270
4,2023-07-22,2023-07-23,다낭,176721
5,2023-07-22,2023-07-23,다낭,39757
6,2023-07-22,2023-07-23,다낭,159090
7,2023-07-22,2023-07-23,다낭,54400
8,2023-07-22,2023-07-23,다낭,69677
9,2023-07-22,2023-07-23,다낭,58958
10,2023-07-22,2023-07-23,다낭,95137
11,2023-07-22,2023-07-23,다낭,56409
12,2023-07-22,2023-07-23,다낭,30518
13,2023-07-22,2023-07-23,다낭,44218
14,2023-07-22,2023-07-23,다낭,15883
15,2023-07-22,2023-07-23,다낭,140679
16,2023-07-22,2023-07-23,다낭,30582
17,2023-07-22,2023-07-23,다낭,45625
