,checkin,checkout,location,price
0,2023-07-22,2023-07-23,하노이,45873
1,2023-07-22,2023-07-23,하노이,28857
2,2023-07-22,2023-07-23,하노이,41834
3,2023-07-22,2023-07-23,하노이,82441
4,2023-07-22,2023-07-23,하노이,29479
5,2023-07-22,2023-07-23,하노이,36087
6,2023-07-22,2023-07-23,하노이,96902
7,2023-07-22,2023-07-23,하노이,49544
8,2023-07-22,2023-07-23,하노이,60743
9,2023-07-22,2023-07-23,하노이,65079
10,2023-07-22,2023-07-23,하노이,94012
11,2023-07-22,2023-07-23,하노이,54952
12,2023-07-22,2023-07-23,하노이,54241
13,2023-07-22,2023-07-23,하노이,54952
14,2023-07-22,2023-07-23,하노이,70870
15,2023-07-22,2023-07-23,하노이,69426
16,2023-07-22,2023-07-23,하노이,74203
17,2023-07-22,2023-07-23,하노이,56092
