,checkin,checkout,location,price
0,2023-07-22,2023-07-23,다낭,82114
1,2023-07-22,2023-07-23,다낭,120467
2,2023-07-22,2023-07-23,다낭,102266
3,2023-07-22,2023-07-23,다낭,64939
4,2023-07-22,2023-07-23,다낭,282726
5,2023-07-22,2023-07-23,다낭,90917
6,2023-07-22,2023-07-23,다낭,74364
7,2023-07-22,2023-07-23,다낭,226478
8,2023-07-22,2023-07-23,다낭,160221
9,2023-07-22,2023-07-23,다낭,122820
10,2023-07-22,2023-07-23,다낭,66312
11,2023-07-22,2023-07-23,다낭,27569
12,2023-07-22,2023-07-23,다낭,75850
13,2023-07-22,2023-07-23,다낭,117790
14,2023-07-22,2023-07-23,다낭,145420
15,2023-07-22,2023-07-23,다낭,230226
16,2023-07-22,2023-07-23,다낭,322229
17,2023-07-22,2023-07-23,다낭,61898
18,2023-07-22,2023-07-23,다낭,708988
19,2023-07-22,2023-07-23,다낭,100921
20,2023-07-22,2023-07-23,다낭,99527
21,2023-07-22,2023-07-23,다낭,98583
22,2023-07-22,2023-07-23,다낭,155724
23,2023-07-22,2023-07-23,다낭,46544
24,2023-07-22,2023-07-23,다낭,91555
25,2023-07-22,2023-07-23,다낭,113656
26,2023-07-22,2023-07-23,다낭,78187
27,2023-07-22,2023-07-23,다낭,602636
28,2023-07-22,2023-07-23,다낭,64400
29,2023-07-22,2023-07-23,다낭,50594
30,2023-07-22,2023-07-23,다낭,85752
31,2023-07-22,2023-07-23,다낭,747874
32,2023-07-22,2023-07-23,다낭,56714
33,2023-07-22,2023-07-23,다낭,93734
34,2023-07-22,2023-07-23,다낭,103046
35,2023-07-22,2023-07-23,다낭,53210
36,2023-07-22,2023-07-23,다낭,30012
37,2023-07-22,2023-07-23,다낭,77903
38,2023-07-22,2023-07-23,다낭,104249
39,2023-07-22,2023-07-23,다낭,520966
40,2023-07-22,2023-07-23,다낭,130192
41,2023-07-22,2023-07-23,다낭,85600
42,2023-07-22,2023-07-23,다낭,57790
43,2023-07-22,2023-07-23,다낭,256997
44,2023-07-22,2023-07-23,다낭,41598
45,2023-07-22,2023-07-23,다낭,188835
46,2023-07-22,2023-07-23,다낭,443290
47,2023-07-22,2023-07-23,다낭,70656
48,2023-07-22,2023-07-23,다낭,115262
49,2023-07-22,2023-07-23,다낭,148725
50,2023-07-22,2023-07-23,다낭,102620
51,2023-07-22,2023-07-23,다낭,111478
52,2023-07-22,2023-07-23,다낭,47214
53,2023-07-22,2023-07-23,다낭,53824
54,2023-07-22,2023-07-23,다낭,66100
55,2023-07-22,2023-07-23,다낭,74391
56,2023-07-22,2023-07-23,다낭,38008
57,2023-07-22,2023-07-23,다낭,18994
58,2023-07-22,2023-07-23,다낭,232681
59,2023-07-22,2023-07-23,다낭,123289
60,2023-07-22,2023-07-23,다낭,52975
61,2023-07-22,2023-07-23,다낭,138244
62,2023-07-22,2023-07-23,다낭,40198
63,2023-07-22,2023-07-23,다낭,45184
64,2023-07-22,2023-07-23,다낭,105515
65,2023-07-22,2023-07-23,다낭,50048
66,2023-07-22,2023-07-23,다낭,52585
67,2023-07-22,2023-07-23,다낭,35010
68,2023-07-22,2023-07-23,다낭,46034
69,2023-07-22,2023-07-23,다낭,62323
70,2023-07-22,2023-07-23,다낭,46742
71,2023-07-22,2023-07-23,다낭,100782
72,2023-07-22,2023-07-23,다낭,56203
73,2023-07-22,2023-07-23,다낭,325259
74,2023-07-22,2023-07-23,다낭,118154
75,2023-07-22,2023-07-23,다낭,41053
76,2023-07-22,2023-07-23,다낭,90887
77,2023-07-22,2023-07-23,다낭,49341
78,2023-07-22,2023-07-23,다낭,33181
79,2023-07-22,2023-07-23,다낭,64589
80,2023-07-22,2023-07-23,다낭,120467
81,2023-07-22,2023-07-23,다낭,41153
82,2023-07-22,2023-07-23,다낭,83286
83,2023-07-22,2023-07-23,다낭,77889
84,2023-07-22,2023-07-23,다낭,72281
85,2023-07-22,2023-07-23,다낭,64448
86,2023-07-22,2023-07-23,다낭,142148
87,2023-07-22,2023-07-23,다낭,51936
88,2023-07-22,2023-07-23,다낭,43272
89,2023-07-22,2023-07-23,다낭,60591
90,2023-07-22,2023-07-23,다낭,43438
91,2023-07-22,2023-07-23,다낭,45893
92,2023-07-22,2023-07-23,다낭,129839
93,2023-07-22,2023-07-23,다낭,44067
94,2023-07-22,2023-07-23,다낭,49339
95,2023-07-22,2023-07-23,다낭,31237
96,2023-07-22,2023-07-23,다낭,52196
97,2023-07-22,2023-07-23,다낭,51736
98,2023-07-22,2023-07-23,다낭,34750
99,2023-07-22,2023-07-23,다낭,47096
