,checkin,checkout,location,price
0,2023-08-05,2023-08-06,후쿠오카,193451
1,2023-08-05,2023-08-06,후쿠오카,223564
2,2023-08-05,2023-08-06,후쿠오카,179764
3,2023-08-05,2023-08-06,후쿠오카,352867
4,2023-08-05,2023-08-06,후쿠오카,184318
5,2023-08-05,2023-08-06,후쿠오카,241814
6,2023-08-05,2023-08-06,후쿠오카,222651
7,2023-08-05,2023-08-06,후쿠오카,192649
8,2023-08-05,2023-08-06,후쿠오카,284702
9,2023-08-05,2023-08-06,후쿠오카,278314
10,2023-08-05,2023-08-06,후쿠오카,312442
11,2023-08-05,2023-08-06,후쿠오카,255502
12,2023-08-05,2023-08-06,후쿠오카,156203
13,2023-08-05,2023-08-06,후쿠오카,501878
14,2023-08-05,2023-08-06,후쿠오카,341642
15,2023-08-05,2023-08-06,후쿠오카,433441
16,2023-08-05,2023-08-06,후쿠오카,201071
17,2023-08-05,2023-08-06,후쿠오카,257327
