,checkin,checkout,location,price
0,2023-07-22,2023-07-23,마카오,314044
1,2023-07-22,2023-07-23,마카오,342640
2,2023-07-22,2023-07-23,마카오,198965
3,2023-07-22,2023-07-23,마카오,198059
4,2023-07-22,2023-07-23,마카오,275368
5,2023-07-22,2023-07-23,마카오,469813
6,2023-07-22,2023-07-23,마카오,198059
7,2023-07-22,2023-07-23,마카오,424871
8,2023-07-22,2023-07-23,마카오,198965
9,2023-07-22,2023-07-23,마카오,247321
10,2023-07-22,2023-07-23,마카오,251656
11,2023-07-22,2023-07-23,마카오,245365
12,2023-07-22,2023-07-23,마카오,174964
13,2023-07-22,2023-07-23,마카오,690167
14,2023-07-22,2023-07-23,마카오,729488
15,2023-07-22,2023-07-23,마카오,986177
16,2023-07-22,2023-07-23,마카오,676168
17,2023-07-22,2023-07-23,마카오,837968
18,2023-07-22,2023-07-23,마카오,157831
19,2023-07-22,2023-07-23,마카오,597273
20,2023-07-22,2023-07-23,마카오,273852
21,2023-07-22,2023-07-23,마카오,429074
22,2023-07-22,2023-07-23,마카오,334683
23,2023-07-22,2023-07-23,마카오,263378
24,2023-07-22,2023-07-23,마카오,249501
25,2023-07-22,2023-07-23,마카오,248600
26,2023-07-22,2023-07-23,마카오,262447
27,2023-07-22,2023-07-23,마카오,272342
28,2023-07-22,2023-07-23,마카오,192618
29,2023-07-22,2023-07-23,마카오,342640
30,2023-07-22,2023-07-23,마카오,227200
31,2023-07-22,2023-07-23,마카오,602636
32,2023-07-22,2023-07-23,마카오,614716
33,2023-07-22,2023-07-23,마카오,146184
34,2023-07-22,2023-07-23,마카오,193758
35,2023-07-22,2023-07-23,마카오,253095
36,2023-07-22,2023-07-23,마카오,193758
37,2023-07-22,2023-07-23,마카오,1729821
