,checkin,checkout,location,price
0,2023-08-05,2023-08-06,방콕,107148
1,2023-08-05,2023-08-06,방콕,71699
2,2023-08-05,2023-08-06,방콕,62153
3,2023-08-05,2023-08-06,방콕,62153
4,2023-08-05,2023-08-06,방콕,63639
5,2023-08-05,2023-08-06,방콕,80609
6,2023-08-05,2023-08-06,방콕,33273
7,2023-08-05,2023-08-06,방콕,76366
8,2023-08-05,2023-08-06,방콕,22486
9,2023-08-05,2023-08-06,방콕,58548
10,2023-08-05,2023-08-06,방콕,50910
11,2023-08-05,2023-08-06,방콕,36351
12,2023-08-05,2023-08-06,방콕,108185
13,2023-08-05,2023-08-06,방콕,91706
14,2023-08-05,2023-08-06,방콕,42426
15,2023-08-05,2023-08-06,방콕,40304
16,2023-08-05,2023-08-06,방콕,118595
17,2023-08-05,2023-08-06,방콕,31819
